dateRep,countryterritoryCode,daily_vaccinations,daily_vaccinations_per_million,people_fully_vaccinated,total_vaccinations_per_hundred
2021-03-01,SWE,22355.0,2214.0,,
2021-03-02,SWE,22979.0,2275.0,,
2021-03-03,SWE,23602.0,2337.0,,
2021-03-04,SWE,24225.0,2399.0,,
2021-03-05,SWE,24848.0,2460.0,,
2021-03-06,SWE,25471.0,2522.0,,
2021-03-07,SWE,26094.0,2584.0,330089.0,10.19
2021-03-08,SWE,26808.0,2654.0,,
2021-03-09,SWE,27522.0,2725.0,,
2021-03-10,SWE,28236.0,2796.0,,
2021-03-11,SWE,28950.0,2867.0,,
2021-03-12,SWE,29664.0,2937.0,,
2021-03-13,SWE,30378.0,3008.0,,
2021-03-14,SWE,31092.0,3079.0,369491.0,12.35
2021-03-15,SWE,30191.0,2989.0,,
2021-03-16,SWE,29290.0,2900.0,,
2021-03-17,SWE,28389.0,2811.0,,
2021-03-18,SWE,27488.0,2722.0,,
2021-03-19,SWE,26587.0,2633.0,,
2021-03-20,SWE,25686.0,2543.0,,
2021-03-21,SWE,24786.0,2454.0,424403.0,14.06
2021-03-22,SWE,25241.0,2499.0,,
2021-03-23,SWE,25696.0,2544.0,,
2021-03-24,SWE,26151.0,2589.0,,
2021-03-25,SWE,26606.0,2634.0,,
2021-03-26,SWE,27061.0,2680.0,,
2021-03-27,SWE,27516.0,2725.0,,
2021-03-28,SWE,27971.0,2770.0,491905.0,16.0
2021-03-29,SWE,29339.0,2905.0,,
2021-03-30,SWE,30707.0,3041.0,,
2021-03-31,SWE,32075.0,3176.0,,
2021-04-01,SWE,33443.0,3311.0,,
2021-04-02,SWE,34811.0,3447.0,,
2021-04-03,SWE,36179.0,3582.0,,
2021-04-04,SWE,37547.0,3718.0,559037.0,18.61
2021-04-05,SWE,40458.0,4006.0,,
2021-04-06,SWE,43369.0,4294.0,,
2021-04-07,SWE,46279.0,4582.0,,
2021-04-08,SWE,49190.0,4871.0,,
2021-04-09,SWE,52101.0,5159.0,,
2021-04-10,SWE,55011.0,5447.0,,
2021-04-11,SWE,57922.0,5735.0,,
2021-04-12,SWE,57922.0,5735.0,,
2021-04-13,SWE,57922.0,5735.0,,
2021-04-14,SWE,57922.0,5735.0,,
2021-04-15,SWE,57922.0,5735.0,,
2021-04-16,SWE,57922.0,5735.0,,
2021-04-17,SWE,57922.0,5735.0,,
2021-04-18,SWE,57922.0,5735.0,715835.0,26.63
2021-04-19,SWE,58399.0,5782.0,,
2021-04-20,SWE,58876.0,5830.0,,
2021-04-21,SWE,59353.0,5877.0,,
2021-04-22,SWE,59830.0,5924.0,,
2021-04-23,SWE,60308.0,5972.0,,
2021-04-24,SWE,60785.0,6019.0,,
2021-04-25,SWE,61262.0,6066.0,753627.0,30.88
2021-04-26,SWE,60396.0,5980.0,,
2021-04-27,SWE,59531.0,5895.0,,
2021-04-28,SWE,58665.0,5809.0,,
2021-04-29,SWE,57800.0,5723.0,,
2021-04-30,SWE,56934.0,5637.0,,
2021-05-01,SWE,56069.0,5552.0,,
2021-05-02,SWE,55203.0,5466.0,780596.0,34.71
2021-05-03,SWE,46391.0,4594.0,,
2021-05-04,SWE,37579.0,3721.0,,
2021-05-05,SWE,28766.0,2848.0,775438.0,34.51
2021-05-06,SWE,32007.0,3169.0,794198.0,35.29
2021-03-01,ESP,106220.0,2272.0,1266700.0,8.36
2021-03-02,ESP,110663.0,2367.0,1287002.0,8.68
2021-03-03,ESP,113276.0,2423.0,1308913.0,9.05
2021-03-04,ESP,123706.0,2646.0,1342485.0,9.56
2021-03-05,ESP,124505.0,2663.0,,
2021-03-06,ESP,125304.0,2680.0,,
2021-03-07,ESP,126104.0,2697.0,1383488.0,10.08
2021-03-08,ESP,134273.0,2872.0,1412236.0,10.37
2021-03-09,ESP,132884.0,2842.0,1447838.0,10.67
2021-03-10,ESP,134716.0,2881.0,1503258.0,11.06
2021-03-11,ESP,125884.0,2692.0,1583244.0,11.45
2021-03-12,ESP,124860.0,2671.0,,
2021-03-13,ESP,123835.0,2649.0,,
2021-03-14,ESP,122810.0,2627.0,,
2021-03-15,ESP,113750.0,2433.0,1693674.0,12.07
2021-03-16,ESP,107530.0,2300.0,1728537.0,12.28
2021-03-17,ESP,97854.0,2093.0,1804615.0,12.53
2021-03-18,ESP,91514.0,1957.0,1886813.0,12.82
2021-03-19,ESP,92814.0,1985.0,,
2021-03-20,ESP,94115.0,2013.0,,
2021-03-21,ESP,95416.0,2041.0,,
2021-03-22,ESP,96716.0,2069.0,2110868.0,13.52
2021-03-23,ESP,95283.0,2038.0,2156598.0,13.71
2021-03-24,ESP,109001.0,2331.0,2276233.0,14.16
2021-03-25,ESP,120910.0,2586.0,2392202.0,14.63
2021-03-26,ESP,141696.0,3031.0,2505842.0,15.12
2021-03-27,ESP,153965.0,3293.0,,
2021-03-28,ESP,166235.0,3555.0,,
2021-03-29,ESP,178504.0,3818.0,2604209.0,16.19
2021-03-30,ESP,189631.0,4056.0,2644076.0,16.55
2021-03-31,ESP,202152.0,4324.0,2721084.0,17.19
2021-04-01,ESP,214631.0,4591.0,2797015.0,17.84
2021-04-02,ESP,196858.0,4210.0,,
2021-04-03,ESP,187601.0,4012.0,2841148.0,18.28
2021-04-04,ESP,177533.0,3797.0,,
2021-04-05,ESP,167465.0,3582.0,2852806.0,18.7
2021-04-06,ESP,183484.0,3924.0,2902291.0,19.29
2021-04-07,ESP,188955.0,4041.0,2941831.0,20.01
2021-04-08,ESP,209911.0,4490.0,3020450.0,20.99
2021-04-09,ESP,255207.0,5458.0,3072109.0,21.88
2021-04-10,ESP,266803.0,5706.0,,
2021-04-11,ESP,279209.0,5972.0,,
2021-04-12,ESP,291615.0,6237.0,3108437.0,23.07
2021-04-13,ESP,293237.0,6272.0,3136091.0,23.68
2021-04-14,ESP,296889.0,6350.0,3185186.0,24.46
2021-04-15,ESP,296222.0,6336.0,3253537.0,25.42
2021-04-16,ESP,299847.0,6413.0,3328701.0,26.37
2021-04-17,ESP,298403.0,6382.0,,
2021-04-18,ESP,296959.0,6351.0,,
2021-04-19,ESP,295515.0,6321.0,3411914.0,27.49
2021-04-20,ESP,281054.0,6011.0,3452119.0,27.89
2021-04-21,ESP,294534.0,6300.0,3611606.0,28.87
2021-04-22,ESP,289268.0,6187.0,3768015.0,29.75
2021-04-23,ESP,276499.0,5914.0,3862789.0,30.51
2021-04-24,ESP,283722.0,6068.0,,
2021-04-25,ESP,290945.0,6223.0,3947465.0,31.47
2021-04-26,ESP,305867.0,6542.0,4020945.0,32.07
2021-04-27,ESP,333833.0,7140.0,4166758.0,32.89
2021-04-28,ESP,337423.0,7217.0,4413784.0,33.92
2021-04-29,ESP,350662.0,7500.0,4689766.0,35.0
2021-04-30,ESP,338524.0,7240.0,,
2021-05-01,ESP,345164.0,7382.0,,
2021-05-02,ESP,351805.0,7524.0,5113598.0,36.74
2021-05-03,ESP,348020.0,7444.0,5202297.0,37.28
2021-05-04,ESP,362672.0,7757.0,5394315.0,38.32
2021-05-05,ESP,375687.0,8035.0,5696827.0,39.55
2021-03-01,SVN,4182.0,2012.0,52365.0,8.55
2021-03-02,SVN,4275.0,2056.0,52376.0,8.65
2021-03-03,SVN,4340.0,2088.0,53260.0,9.01
2021-03-04,SVN,4391.0,2112.0,57829.0,9.55
2021-03-05,SVN,4752.0,2286.0,63513.0,10.05
2021-03-06,SVN,4897.0,2356.0,64107.0,10.14
2021-03-07,SVN,4897.0,2356.0,64107.0,10.14
2021-03-08,SVN,4992.0,2401.0,64501.0,10.23
2021-03-09,SVN,5279.0,2539.0,64996.0,10.43
2021-03-10,SVN,5588.0,2688.0,69920.0,10.89
2021-03-11,SVN,5969.0,2871.0,77770.0,11.56
2021-03-12,SVN,6426.0,3091.0,82881.0,12.21
2021-03-13,SVN,7339.0,3530.0,85041.0,12.61
2021-03-14,SVN,7340.0,3531.0,85041.0,12.61
2021-03-15,SVN,7314.0,3518.0,85334.0,12.69
2021-03-16,SVN,6867.0,3303.0,86115.0,12.74
2021-03-17,SVN,6373.0,3066.0,91800.0,13.04
2021-03-18,SVN,5818.0,2799.0,100190.0,13.52
2021-03-19,SVN,4957.0,2384.0,104662.0,13.88
2021-03-20,SVN,4371.0,2103.0,104841.0,14.08
2021-03-21,SVN,4371.0,2103.0,104841.0,14.08
2021-03-22,SVN,4300.0,2068.0,104850.0,14.14
2021-03-23,SVN,4757.0,2288.0,105162.0,14.34
2021-03-24,SVN,5296.0,2547.0,107742.0,14.82
2021-03-25,SVN,5912.0,2844.0,110268.0,15.51
2021-03-26,SVN,7128.0,3429.0,112550.0,16.28
2021-03-27,SVN,7558.0,3636.0,113043.0,16.63
2021-03-28,SVN,7738.0,3722.0,113046.0,16.69
2021-03-29,SVN,7739.0,3723.0,113053.0,16.74
2021-03-30,SVN,8256.0,3971.0,113370.0,17.12
2021-03-31,SVN,8929.0,4295.0,114676.0,17.83
2021-04-01,SVN,9637.0,4636.0,117337.0,18.76
2021-04-02,SVN,9057.0,4357.0,119425.0,19.33
2021-04-03,SVN,8452.0,4066.0,119444.0,19.47
2021-04-04,SVN,8499.0,4088.0,119446.0,19.55
2021-04-05,SVN,8338.0,4011.0,119446.0,19.55
2021-04-06,SVN,7615.0,3663.0,119806.0,19.69
2021-04-07,SVN,6404.0,3080.0,119826.0,19.98
2021-04-08,SVN,5836.0,2807.0,120476.0,20.72
2021-04-09,SVN,7013.0,3373.0,122161.0,21.69
2021-04-10,SVN,7894.0,3797.0,122290.0,22.13
2021-04-11,SVN,7898.0,3799.0,122303.0,22.21
2021-04-12,SVN,8163.0,3927.0,122506.0,22.3
2021-04-13,SVN,8305.0,3995.0,123230.0,22.48
2021-04-14,SVN,9085.0,4370.0,127060.0,23.04
2021-04-15,SVN,9659.0,4646.0,136999.0,23.97
2021-04-16,SVN,8791.0,4229.0,142657.0,24.65
2021-04-17,SVN,8357.0,4020.0,146294.0,24.95
2021-04-18,SVN,8308.0,3996.0,146301.0,25.01
2021-04-19,SVN,8428.0,4054.0,146674.0,25.14
2021-04-20,SVN,8838.0,4251.0,148129.0,25.46
2021-04-21,SVN,9579.0,4608.0,157182.0,26.27
2021-04-22,SVN,9652.0,4643.0,168953.0,27.22
2021-04-23,SVN,10153.0,4884.0,175698.0,28.07
2021-04-24,SVN,9693.0,4662.0,176123.0,28.21
2021-04-25,SVN,9607.0,4621.0,176140.0,28.24
2021-04-26,SVN,9277.0,4462.0,176147.0,28.26
2021-04-27,SVN,8391.0,4036.0,176152.0,28.28
2021-04-28,SVN,7111.0,3421.0,180776.0,28.66
2021-04-29,SVN,6974.0,3355.0,193765.0,29.57
2021-04-30,SVN,7433.0,3575.0,208360.0,30.57
2021-05-01,SVN,8007.0,3851.0,214257.0,30.91
2021-05-02,SVN,8401.0,4041.0,216406.0,31.07
2021-05-03,SVN,9416.0,4529.0,219206.0,31.43
2021-05-04,SVN,10751.0,5171.0,221838.0,31.9
2021-05-05,SVN,12120.0,5830.0,229504.0,32.74
2021-05-06,SVN,13230.0,6364.0,241256.0,34.03
2021-03-01,SVK,11451.0,2097.0,142891.0,8.54
2021-03-02,SVK,11817.0,2164.0,152573.0,8.82
2021-03-03,SVK,11869.0,2174.0,161671.0,9.06
2021-03-04,SVK,12150.0,2225.0,170353.0,9.3
2021-03-05,SVK,12123.0,2220.0,177579.0,9.53
2021-03-06,SVK,13715.0,2512.0,179637.0,9.92
2021-03-07,SVK,14725.0,2697.0,179829.0,10.15
2021-03-08,SVK,14535.0,2662.0,188485.0,10.4
2021-03-09,SVK,13782.0,2524.0,195262.0,10.58
2021-03-10,SVK,13413.0,2457.0,202020.0,10.78
2021-03-11,SVK,14173.0,2596.0,208999.0,11.12
2021-03-12,SVK,15188.0,2782.0,215217.0,11.48
2021-03-13,SVK,15602.0,2858.0,217349.0,11.92
2021-03-14,SVK,16140.0,2956.0,217525.0,12.22
2021-03-15,SVK,16780.0,3073.0,221392.0,12.55
2021-03-16,SVK,18141.0,3323.0,224925.0,12.91
2021-03-17,SVK,19425.0,3558.0,228716.0,13.27
2021-03-18,SVK,19806.0,3628.0,232584.0,13.66
2021-03-19,SVK,19764.0,3620.0,238752.0,14.01
2021-03-20,SVK,19254.0,3527.0,240349.0,14.38
2021-03-21,SVK,19206.0,3518.0,241106.0,14.68
2021-03-22,SVK,19725.0,3613.0,244426.0,15.08
2021-03-23,SVK,20203.0,3700.0,249003.0,15.5
2021-03-24,SVK,20587.0,3771.0,253095.0,15.91
2021-03-25,SVK,20402.0,3737.0,256077.0,16.27
2021-03-26,SVK,20414.0,3739.0,258076.0,16.63
2021-03-27,SVK,19602.0,3590.0,258241.0,16.9
2021-03-28,SVK,18612.0,3409.0,258242.0,17.06
2021-03-29,SVK,18468.0,3383.0,259461.0,17.45
2021-03-30,SVK,18353.0,3362.0,262465.0,17.85
2021-03-31,SVK,18406.0,3371.0,264402.0,18.27
2021-04-01,SVK,18694.0,3424.0,266110.0,18.67
2021-04-02,SVK,16563.0,3034.0,266212.0,18.76
2021-04-03,SVK,16128.0,2954.0,266376.0,18.97
2021-04-04,SVK,15406.0,2822.0,266376.0,19.04
2021-04-05,SVK,12473.0,2285.0,266380.0,19.05
2021-04-06,SVK,12153.0,2226.0,269871.0,19.41
2021-04-07,SVK,12139.0,2223.0,272083.0,19.83
2021-04-08,SVK,12325.0,2257.0,280190.0,20.25
2021-04-09,SVK,15406.0,2822.0,289807.0,20.73
2021-04-10,SVK,16869.0,3090.0,290674.0,21.13
2021-04-11,SVK,19293.0,3534.0,291938.0,21.51
2021-04-12,SVK,22371.0,4098.0,302379.0,21.92
2021-04-13,SVK,22582.0,4136.0,314008.0,22.31
2021-04-14,SVK,22309.0,4086.0,325172.0,22.69
2021-04-15,SVK,22412.0,4105.0,337928.0,23.12
2021-04-16,SVK,22557.0,4132.0,350671.0,23.62
2021-04-17,SVK,23222.0,4253.0,351038.0,24.11
2021-04-18,SVK,21984.0,4027.0,351132.0,24.33
2021-04-19,SVK,21831.0,3999.0,362678.0,24.71
2021-04-20,SVK,21942.0,4019.0,376641.0,25.12
2021-04-21,SVK,22006.0,4031.0,390533.0,25.51
2021-04-22,SVK,21801.0,3993.0,404161.0,25.92
2021-04-23,SVK,21227.0,3888.0,419328.0,26.34
2021-04-24,SVK,20208.0,3701.0,426085.0,26.7
2021-04-25,SVK,21153.0,3874.0,431860.0,27.04
2021-04-26,SVK,22050.0,4039.0,450837.0,27.54
2021-04-27,SVK,21889.0,4009.0,466720.0,27.93
2021-04-28,SVK,21992.0,4028.0,482702.0,28.33
2021-04-29,SVK,22203.0,4067.0,499564.0,28.76
2021-04-30,SVK,22900.0,4194.0,509609.0,29.28
2021-05-01,SVK,24468.0,4482.0,513842.0,29.83
2021-05-02,SVK,24851.0,4552.0,517130.0,30.23
2021-05-03,SVK,23990.0,4394.0,519812.0,30.62
2021-05-04,SVK,24628.0,4511.0,534404.0,31.08
2021-05-05,SVK,24988.0,4577.0,552571.0,31.53
2021-05-06,SVK,25132.0,4603.0,566051.0,31.99
2021-03-01,ROU,22276.0,1158.0,618240.0,8.14
2021-03-02,ROU,23535.0,1223.0,619182.0,8.33
2021-03-03,ROU,25032.0,1301.0,619808.0,8.53
2021-03-04,ROU,28386.0,1476.0,627159.0,8.76
2021-03-05,ROU,32419.0,1685.0,636053.0,9.01
2021-03-06,ROU,37124.0,1930.0,644707.0,9.26
2021-03-07,ROU,41988.0,2183.0,652567.0,9.5
2021-03-08,ROU,43603.0,2267.0,657741.0,9.72
2021-03-09,ROU,45038.0,2341.0,663642.0,9.97
2021-03-10,ROU,46853.0,2435.0,672685.0,10.24
2021-03-11,ROU,47735.0,2481.0,682929.0,10.5
2021-03-12,ROU,48026.0,2496.0,693548.0,10.76
2021-03-13,ROU,48038.0,2497.0,704229.0,11.01
2021-03-14,ROU,47683.0,2479.0,713206.0,11.23
2021-03-15,ROU,48557.0,2524.0,722956.0,11.49
2021-03-16,ROU,50240.0,2612.0,738641.0,11.8
2021-03-17,ROU,50651.0,2633.0,751939.0,12.08
2021-03-18,ROU,50939.0,2648.0,760753.0,12.35
2021-03-19,ROU,51007.0,2651.0,767921.0,12.61
2021-03-20,ROU,51319.0,2668.0,772647.0,12.88
2021-03-21,ROU,51564.0,2680.0,775407.0,13.11
2021-03-22,ROU,51138.0,2658.0,798729.0,13.35
2021-03-23,ROU,50949.0,2648.0,826089.0,13.65
2021-03-24,ROU,51639.0,2684.0,854400.0,13.96
2021-03-25,ROU,52633.0,2736.0,883117.0,14.27
2021-03-26,ROU,53386.0,2775.0,911862.0,14.55
2021-03-27,ROU,54478.0,2832.0,943557.0,14.86
2021-03-28,ROU,55949.0,2908.0,973670.0,15.14
2021-03-29,ROU,56786.0,2952.0,1002464.0,15.42
2021-03-30,ROU,57609.0,2995.0,1039638.0,15.75
2021-03-31,ROU,57488.0,2988.0,1072985.0,16.05
2021-04-01,ROU,57306.0,2979.0,1105375.0,16.35
2021-04-02,ROU,57712.0,3000.0,1138301.0,16.65
2021-04-03,ROU,57266.0,2977.0,1168837.0,16.94
2021-04-04,ROU,56354.0,2929.0,1196714.0,17.19
2021-04-05,ROU,56199.0,2921.0,1226982.0,17.46
2021-04-06,ROU,54846.0,2851.0,1258049.0,17.75
2021-04-07,ROU,54429.0,2829.0,1288487.0,18.03
2021-04-08,ROU,54316.0,2823.0,1319863.0,18.33
2021-04-09,ROU,53790.0,2796.0,1351608.0,18.61
2021-04-10,ROU,54721.0,2844.0,1383993.0,18.93
2021-04-11,ROU,55957.0,2909.0,1412787.0,19.23
2021-04-12,ROU,57601.0,2994.0,1435730.0,19.56
2021-04-13,ROU,60693.0,3155.0,1466149.0,19.95
2021-04-14,ROU,64233.0,3339.0,1496942.0,20.37
2021-04-15,ROU,67552.0,3511.0,1527201.0,20.79
2021-04-16,ROU,71173.0,3700.0,1554994.0,21.2
2021-04-17,ROU,73921.0,3843.0,1581079.0,21.62
2021-04-18,ROU,76054.0,3953.0,1604904.0,22.0
2021-04-19,ROU,77824.0,4045.0,1631109.0,22.39
2021-04-20,ROU,79580.0,4137.0,1658351.0,22.85
2021-04-21,ROU,81246.0,4223.0,1686583.0,23.33
2021-04-22,ROU,82291.0,4278.0,1714422.0,23.78
2021-04-23,ROU,83829.0,4358.0,1743820.0,24.25
2021-04-24,ROU,85044.0,4421.0,1771490.0,24.72
2021-04-25,ROU,85784.0,4459.0,1794505.0,25.12
2021-04-26,ROU,86576.0,4500.0,1820634.0,25.54
2021-04-27,ROU,85971.0,4469.0,1850086.0,25.98
2021-04-28,ROU,84829.0,4410.0,1880343.0,26.41
2021-04-29,ROU,83831.0,4358.0,1909593.0,26.83
2021-04-30,ROU,82147.0,4270.0,1937033.0,27.24
2021-05-01,ROU,77910.0,4050.0,1963639.0,27.55
2021-05-02,ROU,72791.0,3784.0,1986669.0,27.77
2021-05-03,ROU,70757.0,3678.0,2029610.0,28.11
2021-05-04,ROU,70893.0,3685.0,2082630.0,28.56
2021-05-05,ROU,72403.0,3764.0,2138703.0,29.05
2021-05-06,ROU,75269.0,3913.0,2198691.0,29.57
2021-03-01,PRT,28027.0,2749.0,280198.0,8.94
2021-03-02,PRT,28329.0,2778.0,281548.0,9.1
2021-03-03,PRT,26801.0,2628.0,283213.0,9.25
2021-03-04,PRT,26330.0,2582.0,288246.0,9.53
2021-03-05,PRT,26096.0,2559.0,294055.0,9.95
2021-03-06,PRT,25948.0,2545.0,302662.0,10.34
2021-03-07,PRT,24966.0,2448.0,306815.0,10.51
2021-03-08,PRT,24370.0,2390.0,312410.0,10.61
2021-03-09,PRT,23631.0,2318.0,314588.0,10.72
2021-03-10,PRT,22956.0,2251.0,316494.0,10.83
2021-03-11,PRT,22295.0,2186.0,325492.0,11.06
2021-03-12,PRT,21163.0,2075.0,339795.0,11.41
2021-03-13,PRT,20283.0,1989.0,353267.0,11.74
2021-03-14,PRT,20160.0,1977.0,358632.0,11.9
2021-03-15,PRT,21000.0,2059.0,364225.0,12.06
2021-03-16,PRT,22997.0,2255.0,367240.0,12.3
2021-03-17,PRT,22499.0,2206.0,373187.0,12.37
2021-03-18,PRT,24037.0,2357.0,395084.0,12.71
2021-03-19,PRT,25487.0,2500.0,428437.0,13.16
2021-03-20,PRT,27082.0,2656.0,456412.0,13.6
2021-03-21,PRT,28049.0,2751.0,469322.0,13.82
2021-03-22,PRT,27529.0,2700.0,474852.0,13.95
2021-03-23,PRT,26494.0,2598.0,482484.0,14.12
2021-03-24,PRT,28609.0,2806.0,484556.0,14.34
2021-03-25,PRT,29758.0,2918.0,488163.0,14.75
2021-03-26,PRT,33495.0,3285.0,492667.0,15.46
2021-03-27,PRT,31474.0,3087.0,495123.0,15.76
2021-03-28,PRT,37238.0,3652.0,496641.0,16.38
2021-03-29,PRT,39592.0,3883.0,497848.0,16.66
2021-03-30,PRT,40423.0,3964.0,500476.0,16.89
2021-03-31,PRT,41657.0,4085.0,504072.0,17.2
2021-04-01,PRT,38969.0,3822.0,513779.0,17.43
2021-04-02,PRT,40662.0,3988.0,555827.0,18.25
2021-04-03,PRT,41337.0,4054.0,572583.0,18.59
2021-04-04,PRT,34840.0,3417.0,579706.0,18.77
2021-04-05,PRT,31654.0,3104.0,582093.0,18.84
2021-04-06,PRT,32953.0,3232.0,588013.0,19.16
2021-04-07,PRT,34206.0,3355.0,591095.0,19.55
2021-04-08,PRT,39659.0,3889.0,601534.0,20.15
2021-04-09,PRT,37832.0,3710.0,616540.0,20.84
2021-04-10,PRT,42707.0,4188.0,629125.0,21.53
2021-04-11,PRT,41990.0,4118.0,631231.0,21.65
2021-04-12,PRT,43922.0,4307.0,635435.0,21.85
2021-04-13,PRT,43827.0,4298.0,637597.0,22.17
2021-04-14,PRT,44472.0,4361.0,639377.0,22.6
2021-04-15,PRT,44715.0,4385.0,650270.0,23.22
2021-04-16,PRT,44594.0,4373.0,660401.0,23.91
2021-04-17,PRT,44342.0,4349.0,680356.0,24.57
2021-04-18,PRT,59472.0,5832.0,685286.0,25.74
2021-04-19,PRT,68291.0,6697.0,690331.0,26.54
2021-04-20,PRT,68346.0,6703.0,701498.0,26.86
2021-04-21,PRT,67486.0,6618.0,710474.0,27.23
2021-04-22,PRT,66103.0,6483.0,734361.0,27.76
2021-04-23,PRT,65841.0,6457.0,773692.0,28.43
2021-04-24,PRT,67235.0,6594.0,811627.0,29.19
2021-04-25,PRT,56492.0,5540.0,823909.0,29.61
2021-04-26,PRT,49698.0,4874.0,828809.0,29.95
2021-04-27,PRT,52060.0,5106.0,837426.0,30.43
2021-04-28,PRT,53655.0,5262.0,847626.0,30.92
2021-04-29,PRT,56356.0,5527.0,866484.0,31.63
2021-04-30,PRT,58213.0,5709.0,884715.0,32.42
2021-05-01,PRT,59462.0,5831.0,901743.0,33.27
2021-05-02,PRT,60589.0,5942.0,911187.0,33.77
2021-05-03,PRT,61529.0,6034.0,916311.0,34.18
