dateRep,countryterritoryCode,daily_vaccinations,daily_vaccinations_per_million,people_fully_vaccinated,total_vaccinations_per_hundred
2021-05-04,PRT,63838.0,6261.0,929927.0,34.81
2021-05-05,PRT,67798.0,6649.0,946836.0,35.57
2021-05-06,PRT,70392.0,6903.0,989208.0,36.46
2021-03-01,POL,89141.0,2355.0,1192900.0,8.94
2021-03-02,POL,89473.0,2364.0,,
2021-03-03,POL,89805.0,2373.0,1281179.0,9.56
2021-03-04,POL,94476.0,2496.0,1366648.0,10.02
2021-03-05,POL,85933.0,2271.0,,
2021-03-06,POL,92574.0,2446.0,1424715.0,10.44
2021-03-07,POL,91652.0,2422.0,,
2021-03-08,POL,88758.0,2345.0,1434640.0,10.58
2021-03-09,POL,83642.0,2210.0,1445170.0,10.8
2021-03-10,POL,88535.0,2339.0,,
2021-03-11,POL,85668.0,2264.0,1555400.0,11.6
2021-03-12,POL,87990.0,2325.0,1595520.0,11.86
2021-03-13,POL,80919.0,2138.0,1602745.0,11.94
2021-03-14,POL,78981.0,2087.0,1606154.0,11.97
2021-03-15,POL,78904.0,2085.0,1610293.0,12.04
2021-03-16,POL,74152.0,1959.0,1621287.0,12.17
2021-03-17,POL,71406.0,1887.0,1664524.0,12.52
2021-03-18,POL,71723.0,1895.0,1730349.0,12.93
2021-03-19,POL,70889.0,1873.0,1769770.0,13.17
2021-03-20,POL,70947.0,1875.0,1780169.0,13.25
2021-03-21,POL,70771.0,1870.0,1783720.0,13.28
2021-03-22,POL,74410.0,1966.0,1788446.0,13.42
2021-03-23,POL,83987.0,2219.0,1808008.0,13.72
2021-03-24,POL,91832.0,2426.0,1857517.0,14.22
2021-03-25,POL,96474.0,2549.0,,
2021-03-26,POL,110294.0,2914.0,1969905.0,15.21
2021-03-27,POL,114986.0,3038.0,,
2021-03-28,POL,122343.0,3233.0,1992611.0,15.54
2021-03-29,POL,129182.0,3413.0,,
2021-03-30,POL,126856.0,3352.0,2019040.0,16.07
2021-03-31,POL,127036.0,3357.0,2039663.0,16.57
2021-04-01,POL,127733.0,3375.0,2058204.0,17.08
2021-04-02,POL,122753.0,3243.0,2070003.0,17.48
2021-04-03,POL,116828.0,3087.0,,
2021-04-04,POL,110904.0,2930.0,2073334.0,17.59
2021-04-05,POL,97597.0,2579.0,2074033.0,17.61
2021-04-06,POL,107242.0,2834.0,,
2021-04-07,POL,104097.0,2750.0,2090058.0,18.49
2021-04-08,POL,114380.0,3022.0,2096185.0,19.19
2021-04-09,POL,119218.0,3150.0,,
2021-04-10,POL,142629.0,3769.0,2105550.0,20.17
2021-04-11,POL,146958.0,3883.0,2106549.0,20.31
2021-04-12,POL,159857.0,4224.0,2113615.0,20.57
2021-04-13,POL,162521.0,4294.0,2137304.0,21.06
2021-04-14,POL,175405.0,4635.0,,
2021-04-15,POL,174484.0,4610.0,2248126.0,22.42
2021-04-16,POL,166557.0,4401.0,,
2021-04-17,POL,158630.0,4191.0,,
2021-04-18,POL,169784.0,4486.0,,
2021-04-19,POL,174594.0,4613.0,2307284.0,23.8
2021-04-20,POL,177179.0,4682.0,2341716.0,24.34
2021-04-21,POL,181118.0,4786.0,2415993.0,25.09
2021-04-22,POL,188879.0,4991.0,2495838.0,25.91
2021-04-23,POL,207781.0,5490.0,2543112.0,26.61
2021-04-24,POL,208737.0,5515.0,,
2021-04-25,POL,209694.0,5541.0,2578244.0,27.33
2021-04-26,POL,219361.0,5796.0,,
2021-04-27,POL,218536.0,5774.0,2746824.0,28.38
2021-04-28,POL,226579.0,5987.0,2852329.0,29.28
2021-04-29,POL,237691.0,6280.0,2872925.0,30.31
2021-04-30,POL,229174.0,6055.0,,
2021-05-01,POL,238603.0,6304.0,2959722.0,31.38
2021-05-02,POL,227494.0,6011.0,,
2021-05-03,POL,207674.0,5487.0,2977374.0,31.7
2021-05-04,POL,223591.0,5908.0,,
2021-05-05,POL,219065.0,5788.0,3308889.0,33.33
2021-05-06,POL,223364.0,5902.0,3451651.0,34.44
2021-03-01,NOR,15491.0,2857.0,168678.0,9.43
2021-03-02,NOR,15973.0,2946.0,172595.0,9.7
2021-03-03,NOR,16280.0,3003.0,191059.0,10.36
2021-03-04,NOR,15923.0,2937.0,209727.0,11.01
2021-03-05,NOR,15953.0,2943.0,216404.0,11.35
2021-03-06,NOR,15980.0,2948.0,216886.0,11.37
2021-03-07,NOR,15894.0,2932.0,216888.0,11.37
2021-03-08,NOR,15747.0,2905.0,216936.0,11.46
2021-03-09,NOR,16086.0,2967.0,221260.0,11.77
2021-03-10,NOR,16457.0,3036.0,238842.0,12.49
2021-03-11,NOR,15626.0,2882.0,255924.0,13.03
2021-03-12,NOR,14511.0,2677.0,264410.0,13.23
2021-03-13,NOR,14435.0,2663.0,264717.0,13.23
2021-03-14,NOR,14438.0,2663.0,264826.0,13.23
2021-03-15,NOR,13801.0,2546.0,265273.0,13.24
2021-03-16,NOR,12309.0,2271.0,265981.0,13.36
2021-03-17,NOR,10343.0,1908.0,267845.0,13.82
2021-03-18,NOR,9411.0,1736.0,269382.0,14.24
2021-03-19,NOR,8988.0,1658.0,270400.0,14.39
2021-03-20,NOR,9006.0,1661.0,270422.0,14.4
2021-03-21,NOR,9026.0,1665.0,270492.0,14.4
2021-03-22,NOR,9177.0,1693.0,270581.0,14.43
2021-03-23,NOR,10285.0,1897.0,271579.0,14.69
2021-03-24,NOR,12876.0,2375.0,275432.0,15.49
2021-03-25,NOR,15551.0,2869.0,277901.0,16.25
2021-03-26,NOR,17089.0,3152.0,279072.0,16.59
2021-03-27,NOR,17124.0,3159.0,279078.0,16.61
2021-03-28,NOR,17136.0,3161.0,279085.0,16.61
2021-03-29,NOR,17606.0,3248.0,279200.0,16.7
2021-03-30,NOR,20849.0,3846.0,283625.0,17.38
2021-03-31,NOR,21069.0,3886.0,291352.0,18.21
2021-04-01,NOR,16724.0,3085.0,292855.0,18.41
2021-04-02,NOR,14780.0,2726.0,293555.0,18.5
2021-04-03,NOR,14715.0,2714.0,293563.0,18.51
2021-04-04,NOR,14729.0,2717.0,293606.0,18.51
2021-04-05,NOR,14229.0,2625.0,293673.0,18.54
2021-04-06,NOR,12010.0,2215.0,296310.0,18.93
2021-04-07,NOR,14526.0,2679.0,300008.0,20.08
2021-04-08,NOR,21756.0,4013.0,304172.0,21.22
2021-04-09,NOR,25046.0,4620.0,304830.0,21.74
2021-04-10,NOR,25165.0,4642.0,304878.0,21.76
2021-04-11,NOR,25183.0,4645.0,304887.0,21.77
2021-04-12,NOR,25520.0,4707.0,304975.0,21.84
2021-04-13,NOR,26181.0,4829.0,305375.0,22.31
2021-04-14,NOR,27085.0,4996.0,306845.0,23.58
2021-04-15,NOR,27793.0,5127.0,308101.0,24.81
2021-04-16,NOR,28043.0,5173.0,308943.0,25.36
2021-04-17,NOR,28188.0,5200.0,309105.0,25.4
2021-04-18,NOR,28293.0,5219.0,309118.0,25.42
2021-04-19,NOR,28689.0,5292.0,309267.0,25.54
2021-04-20,NOR,27877.0,5142.0,310053.0,25.91
2021-04-21,NOR,26897.0,4961.0,312897.0,27.05
2021-04-22,NOR,25003.0,4612.0,315282.0,28.04
2021-04-23,NOR,23542.0,4343.0,316619.0,28.4
2021-04-24,NOR,23294.0,4297.0,316654.0,28.4
2021-04-25,NOR,23151.0,4270.0,316659.0,28.41
2021-04-26,NOR,22610.0,4171.0,317136.0,28.46
2021-04-27,NOR,23309.0,4300.0,323101.0,28.92
2021-04-28,NOR,26311.0,4853.0,347721.0,30.45
2021-04-29,NOR,29355.0,5415.0,368516.0,31.83
2021-04-30,NOR,31319.0,5777.0,376657.0,32.44
2021-05-01,NOR,31510.0,5812.0,376962.0,32.47
2021-05-02,NOR,31645.0,5837.0,377227.0,32.49
2021-05-03,NOR,31891.0,5883.0,378639.0,32.58
2021-05-04,NOR,31443.0,5800.0,390674.0,32.98
2021-05-05,NOR,30829.0,5687.0,428927.0,34.43
2021-05-06,NOR,30182.0,5567.0,464290.0,35.72
2021-03-01,NLD,48319.0,2820.0,,
2021-03-02,NLD,47302.0,2761.0,,
2021-03-03,NLD,46285.0,2701.0,,
2021-03-04,NLD,45268.0,2642.0,,
2021-03-05,NLD,44251.0,2583.0,,
2021-03-06,NLD,43234.0,2523.0,,
2021-03-07,NLD,42217.0,2464.0,359112.0,9.82
2021-03-08,NLD,42002.0,2451.0,,
2021-03-09,NLD,41788.0,2439.0,,
2021-03-10,NLD,41574.0,2426.0,,
2021-03-11,NLD,41360.0,2414.0,,
2021-03-12,NLD,41146.0,2401.0,,
2021-03-13,NLD,40932.0,2389.0,,
2021-03-14,NLD,40718.0,2376.0,444946.0,11.49
2021-03-15,NLD,39266.0,2292.0,,
2021-03-16,NLD,37814.0,2207.0,,
2021-03-17,NLD,36362.0,2122.0,,
2021-03-18,NLD,34910.0,2037.0,,
2021-03-19,NLD,33458.0,1953.0,,
2021-03-20,NLD,32006.0,1868.0,,
2021-03-21,NLD,30554.0,1783.0,570422.0,12.73
2021-03-22,NLD,32276.0,1884.0,,
2021-03-23,NLD,33999.0,1984.0,,
2021-03-24,NLD,35721.0,2085.0,,
2021-03-25,NLD,37444.0,2185.0,,
2021-03-26,NLD,39166.0,2286.0,,
2021-03-27,NLD,40889.0,2386.0,,
2021-03-28,NLD,42611.0,2487.0,667925.0,14.48
2021-03-29,NLD,45746.0,2670.0,,
2021-03-30,NLD,48881.0,2853.0,,
2021-03-31,NLD,52017.0,3036.0,,
2021-04-01,NLD,55152.0,3219.0,,
2021-04-02,NLD,58287.0,3402.0,,
2021-04-03,NLD,61422.0,3585.0,,
2021-04-04,NLD,64557.0,3768.0,775819.0,17.11
2021-04-05,NLD,68382.0,3991.0,,
2021-04-06,NLD,72207.0,4214.0,,
2021-04-07,NLD,76033.0,4437.0,,
2021-04-08,NLD,79858.0,4661.0,,
2021-04-09,NLD,83683.0,4884.0,,
2021-04-10,NLD,87508.0,5107.0,,
2021-04-11,NLD,91334.0,5330.0,903495.0,20.84
2021-04-12,NLD,94486.0,5514.0,,
2021-04-13,NLD,97639.0,5698.0,,
2021-04-14,NLD,100792.0,5882.0,,
2021-04-15,NLD,103945.0,6066.0,,
2021-04-16,NLD,107097.0,6250.0,,
2021-04-17,NLD,110250.0,6434.0,,
2021-04-18,NLD,113403.0,6618.0,994073.0,25.48
2021-04-19,NLD,110144.0,6428.0,,
2021-04-20,NLD,106884.0,6238.0,,
2021-04-21,NLD,103625.0,6048.0,,
2021-04-22,NLD,100366.0,5857.0,,
2021-04-23,NLD,97107.0,5667.0,,
2021-04-24,NLD,93848.0,5477.0,,
2021-04-25,NLD,90589.0,5287.0,1120307.0,29.18
2021-04-26,NLD,91088.0,5316.0,,
2021-04-27,NLD,91587.0,5345.0,,
2021-04-28,NLD,92087.0,5374.0,,
2021-04-29,NLD,92586.0,5403.0,,
2021-04-30,NLD,93086.0,5433.0,,
2021-05-01,NLD,93585.0,5462.0,,
2021-05-02,NLD,94085.0,5491.0,1251744.0,33.02
2021-05-03,NLD,97215.0,5674.0,,
2021-05-04,NLD,100345.0,5856.0,,
2021-05-05,NLD,103476.0,6039.0,,
2021-05-06,NLD,106606.0,6222.0,,
2021-03-01,MLT,2221.0,5030.0,29021.0,18.54
2021-03-02,MLT,2193.0,4967.0,29748.0,19.05
2021-03-03,MLT,2185.0,4949.0,30329.0,19.67
2021-03-04,MLT,2329.0,5275.0,31034.0,20.37
2021-03-05,MLT,2378.0,5386.0,31710.0,21.02
2021-03-06,MLT,2562.0,5802.0,32420.0,21.72
2021-03-07,MLT,2606.0,5902.0,32862.0,22.16
2021-03-08,MLT,2842.0,6437.0,34181.0,23.05
2021-03-09,MLT,3041.0,6887.0,35093.0,23.87
2021-03-10,MLT,3160.0,7157.0,36246.0,24.68
2021-03-11,MLT,3330.0,7542.0,37182.0,25.65
2021-03-12,MLT,3474.0,7868.0,38333.0,26.53
2021-03-13,MLT,3453.0,7820.0,39099.0,27.19
2021-03-14,MLT,3500.0,7927.0,39695.0,27.71
2021-03-15,MLT,3500.0,7927.0,40681.0,28.6
2021-03-16,MLT,3635.0,8233.0,40859.0,29.64
2021-03-17,MLT,3557.0,8056.0,41621.0,30.32
2021-03-18,MLT,3572.0,8090.0,42557.0,31.31
2021-03-19,MLT,3316.0,7510.0,43267.0,31.78
2021-03-20,MLT,3299.0,7472.0,43919.0,32.42
2021-03-21,MLT,3367.0,7626.0,44483.0,33.05
2021-03-22,MLT,3517.0,7965.0,45286.0,34.18
2021-03-23,MLT,3545.0,8029.0,46140.0,35.26
2021-03-24,MLT,3770.0,8538.0,47081.0,36.3
2021-03-25,MLT,3977.0,9007.0,48933.0,37.62
2021-03-26,MLT,4506.0,10205.0,50050.0,38.93
2021-03-27,MLT,4778.0,10821.0,50557.0,40.0
2021-03-28,MLT,4950.0,11211.0,51237.0,40.9
2021-03-29,MLT,5031.0,11394.0,52340.0,42.15
2021-03-30,MLT,5148.0,11659.0,53540.0,43.42
2021-03-31,MLT,5303.0,12010.0,54578.0,44.7
2021-04-01,MLT,5350.0,12117.0,55597.0,46.1
2021-04-02,MLT,5313.0,12033.0,57123.0,47.35
2021-04-03,MLT,5122.0,11600.0,58004.0,48.12
2021-04-04,MLT,5016.0,11360.0,59032.0,48.85
2021-04-05,MLT,4721.0,10692.0,60096.0,49.64
2021-04-06,MLT,4472.0,10128.0,61111.0,50.51
2021-04-07,MLT,4318.0,9779.0,63114.0,51.55
2021-04-08,MLT,4112.0,9313.0,65205.0,52.62
2021-04-09,MLT,4106.0,9299.0,67491.0,53.86
2021-04-10,MLT,4074.0,9227.0,69306.0,54.58
2021-04-11,MLT,4145.0,9388.0,71481.0,55.42
2021-04-12,MLT,4320.0,9784.0,74053.0,56.48
2021-04-13,MLT,4552.0,10309.0,76593.0,57.73
2021-04-14,MLT,4524.0,10246.0,78139.0,58.72
2021-04-15,MLT,4618.0,10459.0,80671.0,59.94
2021-04-16,MLT,4565.0,10339.0,82486.0,61.1
2021-04-17,MLT,4808.0,10889.0,84152.0,62.2
2021-04-18,MLT,4543.0,10289.0,84933.0,62.63
2021-04-19,MLT,4777.0,10819.0,87770.0,64.06
2021-04-20,MLT,4845.0,10973.0,90173.0,65.41
2021-04-21,MLT,5188.0,11750.0,93727.0,66.94
2021-04-22,MLT,5277.0,11951.0,96631.0,68.31
2021-04-23,MLT,5410.0,12253.0,98677.0,69.67
2021-04-24,MLT,5274.0,11945.0,99574.0,70.56
2021-04-25,MLT,5252.0,11895.0,100686.0,70.95
2021-04-26,MLT,5124.0,11605.0,102535.0,72.18
2021-04-27,MLT,4932.0,11170.0,103882.0,73.23
2021-04-28,MLT,4478.0,10142.0,104464.0,74.04
2021-04-29,MLT,4263.0,9655.0,105628.0,75.06
2021-04-30,MLT,4030.0,9127.0,107038.0,76.06
2021-05-01,MLT,4024.0,9114.0,108216.0,76.94
2021-05-02,MLT,4090.0,9263.0,108716.0,77.44
2021-05-03,MLT,4035.0,9138.0,109933.0,78.58
2021-05-04,MLT,4157.0,9415.0,111318.0,79.82
2021-05-05,MLT,4642.0,10513.0,112731.0,81.4
2021-05-06,MLT,4923.0,11150.0,115333.0,82.87
2021-03-01,LUX,1028.0,1642.0,11466.0,6.25
2021-03-02,LUX,1013.0,1618.0,11984.0,6.46
2021-03-03,LUX,1051.0,1679.0,12717.0,6.73
2021-03-04,LUX,1157.0,1848.0,13448.0,7.06
2021-03-05,LUX,1196.0,1911.0,,
2021-03-06,LUX,1235.0,1973.0,,
2021-03-07,LUX,1274.0,2035.0,14118.0,7.46
2021-03-08,LUX,1199.0,1915.0,14277.0,7.59
2021-03-09,LUX,1214.0,1939.0,14431.0,7.82
2021-03-10,LUX,1334.0,2131.0,14764.0,8.22
2021-03-11,LUX,1528.0,2441.0,15307.0,8.76
2021-03-12,LUX,1606.0,2566.0,,
2021-03-13,LUX,1684.0,2690.0,,
2021-03-14,LUX,1763.0,2816.0,15569.0,9.43
2021-03-15,LUX,1867.0,2983.0,15852.0,9.68
2021-03-16,LUX,2158.0,3447.0,16470.0,10.23
2021-03-17,LUX,2242.0,3582.0,16934.0,10.73
2021-03-18,LUX,2211.0,3532.0,17469.0,11.24
2021-03-19,LUX,2198.0,3511.0,,
2021-03-20,LUX,2185.0,3491.0,,
2021-03-21,LUX,2172.0,3470.0,17872.0,11.86
2021-03-22,LUX,2135.0,3411.0,18126.0,12.07
2021-03-23,LUX,1990.0,3179.0,18687.0,12.46
2021-03-24,LUX,1882.0,3007.0,19302.0,12.83
2021-03-25,LUX,1759.0,2810.0,19841.0,13.2
2021-03-26,LUX,1907.0,3046.0,,
2021-03-27,LUX,2056.0,3284.0,,
2021-03-28,LUX,2204.0,3521.0,21071.0,14.33
2021-03-29,LUX,2228.0,3559.0,,
2021-03-30,LUX,2082.0,3326.0,21663.0,14.79
2021-03-31,LUX,2190.0,3499.0,22505.0,15.28
2021-04-01,LUX,2386.0,3812.0,23494.0,15.87
2021-04-02,LUX,2394.0,3824.0,,
2021-04-03,LUX,2401.0,3836.0,,
2021-04-04,LUX,2409.0,3848.0,,
2021-04-05,LUX,2544.0,4064.0,25288.0,17.4
2021-04-06,LUX,2884.0,4607.0,26408.0,18.01
2021-04-07,LUX,3069.0,4903.0,28420.0,18.71
2021-04-08,LUX,3228.0,5157.0,30879.0,19.48
2021-04-09,LUX,3282.0,5243.0,,
2021-04-10,LUX,3337.0,5331.0,,
2021-04-11,LUX,3391.0,5417.0,34225.0,20.81
2021-04-12,LUX,3736.0,5968.0,35103.0,21.58
2021-04-13,LUX,4084.0,6524.0,37787.0,22.58
2021-04-14,LUX,4340.0,6933.0,40352.0,23.57
2021-04-15,LUX,4495.0,7181.0,42986.0,24.51
2021-04-16,LUX,4607.0,7360.0,,
2021-04-17,LUX,4719.0,7539.0,,
2021-04-18,LUX,4830.0,7716.0,45973.0,26.21
2021-04-19,LUX,4346.0,6943.0,46256.0,26.44
2021-04-20,LUX,3625.0,5791.0,46416.0,26.63
2021-04-21,LUX,3218.0,5141.0,46901.0,27.16
2021-04-22,LUX,2819.0,4503.0,47414.0,27.66
2021-04-23,LUX,2580.0,4122.0,,
2021-04-24,LUX,2341.0,3740.0,,
2021-04-25,LUX,2101.0,3356.0,48210.0,28.56
2021-04-26,LUX,2139.0,3417.0,48621.0,28.83
2021-04-27,LUX,2169.0,3465.0,49227.0,29.06
2021-04-28,LUX,2349.0,3753.0,50027.0,29.79
2021-04-29,LUX,2609.0,4168.0,50924.0,30.58
2021-04-30,LUX,2775.0,4433.0,,
2021-05-01,LUX,2941.0,4698.0,,
2021-05-02,LUX,3107.0,4963.0,52103.0,32.04
2021-05-03,LUX,3746.0,5984.0,54558.0,33.02
2021-05-04,LUX,4475.0,7149.0,57339.0,34.06
2021-05-05,LUX,4824.0,7706.0,59824.0,35.19
2021-05-06,LUX,5128.0,8192.0,61938.0,36.31
2021-03-01,LTU,7274.0,2672.0,73853.0,9.08
2021-03-02,LTU,7370.0,2707.0,74454.0,9.42
2021-03-03,LTU,7409.0,2722.0,76695.0,9.86
2021-03-04,LTU,7920.0,2909.0,81885.0,10.43
2021-03-05,LTU,8488.0,3118.0,86516.0,10.94
2021-03-06,LTU,8477.0,3114.0,86659.0,10.97
2021-03-07,LTU,8416.0,3092.0,86660.0,10.97
2021-03-08,LTU,8608.0,3162.0,87621.0,11.29
2021-03-09,LTU,8973.0,3296.0,88987.0,11.73
2021-03-10,LTU,9494.0,3488.0,91545.0,12.3
2021-03-11,LTU,7451.0,2737.0,92224.0,12.35
2021-03-12,LTU,8015.0,2944.0,99512.0,13.0
2021-03-13,LTU,8175.0,3003.0,100225.0,13.07
2021-03-14,LTU,8178.0,3004.0,100225.0,13.07
2021-03-15,LTU,8056.0,2959.0,101348.0,13.36
2021-03-16,LTU,7815.0,2871.0,106000.0,13.74
2021-03-17,LTU,7086.0,2603.0,113875.0,14.13
2021-03-18,LTU,8121.0,2983.0,119485.0,14.43
2021-03-19,LTU,6881.0,2528.0,125582.0,14.77
2021-03-20,LTU,6737.0,2475.0,125833.0,14.8
2021-03-21,LTU,6738.0,2475.0,125853.0,14.8
2021-03-22,LTU,6763.0,2484.0,127207.0,15.1
2021-03-23,LTU,7140.0,2623.0,132880.0,15.58
2021-03-24,LTU,8148.0,2993.0,138357.0,16.22
2021-03-25,LTU,9368.0,3441.0,145221.0,16.84
2021-03-26,LTU,10391.0,3817.0,151851.0,17.45
2021-03-27,LTU,10735.0,3943.0,151963.0,17.56
2021-03-28,LTU,10757.0,3951.0,152047.0,17.57
2021-03-29,LTU,10707.0,3933.0,154096.0,17.86
2021-03-30,LTU,10703.0,3932.0,160241.0,18.33
2021-03-31,LTU,11144.0,4094.0,167551.0,19.09
2021-04-01,LTU,11334.0,4163.0,170246.0,19.76
2021-04-02,LTU,11809.0,4338.0,177118.0,20.48
2021-04-03,LTU,12597.0,4627.0,177720.0,20.8
2021-04-04,LTU,12915.0,4744.0,177722.0,20.89
2021-04-05,LTU,12322.0,4526.0,177768.0,21.03
2021-04-06,LTU,12588.0,4624.0,180732.0,21.56
2021-04-07,LTU,11452.0,4207.0,181803.0,22.03
2021-04-08,LTU,12688.0,4661.0,186840.0,23.02
2021-04-09,LTU,14630.0,5374.0,190413.0,24.24
2021-04-10,LTU,15619.0,5737.0,190594.0,24.82
2021-04-11,LTU,15520.0,5701.0,190636.0,24.88
2021-04-12,LTU,16238.0,5965.0,191113.0,25.2
2021-04-13,LTU,16824.0,6180.0,194019.0,25.89
2021-04-14,LTU,18811.0,6910.0,200577.0,26.87
2021-04-15,LTU,18270.0,6711.0,205674.0,27.72
2021-04-16,LTU,16418.0,6031.0,210454.0,28.47
2021-04-17,LTU,14545.0,5343.0,210650.0,28.56
2021-04-18,LTU,14312.0,5257.0,210651.0,28.56
2021-04-19,LTU,13896.0,5105.0,211615.0,28.77
2021-04-20,LTU,13387.0,4918.0,216148.0,29.33
2021-04-21,LTU,13384.0,4916.0,228903.0,30.31
2021-04-22,LTU,13805.0,5071.0,239272.0,31.27
2021-04-23,LTU,14405.0,5291.0,247214.0,32.17
2021-04-24,LTU,14698.0,5399.0,247795.0,32.34
2021-04-25,LTU,14723.0,5408.0,247798.0,32.35
2021-04-26,LTU,14772.0,5426.0,249047.0,32.57
2021-04-27,LTU,14459.0,5311.0,250255.0,33.05
2021-04-28,LTU,12848.0,4720.0,251760.0,33.61
2021-04-29,LTU,13775.0,5060.0,271417.0,34.81
2021-04-30,LTU,15627.0,5740.0,297541.0,36.19
2021-05-01,LTU,17212.0,6323.0,306560.0,36.76
2021-05-02,LTU,17281.0,6348.0,307278.0,36.79
2021-05-03,LTU,18295.0,6720.0,311190.0,37.28
2021-05-04,LTU,20451.0,7512.0,328226.0,38.31
2021-05-05,LTU,23170.0,8511.0,350129.0,39.57
2021-05-06,LTU,23532.0,8644.0,370388.0,40.86
2021-03-01,LIE,83.0,2176.0,820.0,6.82
2021-03-02,LIE,54.0,1416.0,820.0,6.82
2021-03-03,LIE,72.0,1888.0,820.0,7.14
2021-03-04,LIE,73.0,1914.0,820.0,7.65
2021-03-05,LIE,75.0,1967.0,820.0,8.2
2021-03-06,LIE,75.0,1967.0,820.0,8.2
2021-03-07,LIE,75.0,1967.0,820.0,8.2
2021-03-08,LIE,75.0,1967.0,820.0,8.2
