dateRep,countryterritoryCode,daily_vaccinations,daily_vaccinations_per_million,people_fully_vaccinated,total_vaccinations_per_hundred
2021-04-28,DNK,34519.0,5960.0,627740.0,33.35
2021-04-29,DNK,35988.0,6213.0,645706.0,34.1
2021-04-30,DNK,33689.0,5816.0,649643.0,34.4
2021-05-01,DNK,32382.0,5591.0,655769.0,34.63
2021-05-02,DNK,33804.0,5836.0,669564.0,35.16
2021-05-03,DNK,37640.0,6498.0,715364.0,36.3
2021-05-04,DNK,38339.0,6619.0,740170.0,37.21
2021-05-05,DNK,39950.0,6897.0,769447.0,38.17
2021-05-06,DNK,40403.0,6975.0,794993.0,38.99
2021-03-01,CZE,16177.0,1511.0,246655.0,6.42
2021-03-02,CZE,17686.0,1652.0,250178.0,6.7
2021-03-03,CZE,19839.0,1853.0,254647.0,7.03
2021-03-04,CZE,21853.0,2041.0,259289.0,7.38
2021-03-05,CZE,23639.0,2207.0,264637.0,7.69
2021-03-06,CZE,24970.0,2332.0,265473.0,7.81
2021-03-07,CZE,26300.0,2456.0,266302.0,7.92
2021-03-08,CZE,27960.0,2611.0,271106.0,8.24
2021-03-09,CZE,29669.0,2770.0,277432.0,8.64
2021-03-10,CZE,31521.0,2943.0,284338.0,9.09
2021-03-11,CZE,33694.0,3146.0,292647.0,9.58
2021-03-12,CZE,35536.0,3318.0,301036.0,10.01
2021-03-13,CZE,36315.0,3391.0,302317.0,10.18
2021-03-14,CZE,36453.0,3404.0,303442.0,10.31
2021-03-15,CZE,36815.0,3438.0,312183.0,10.65
2021-03-16,CZE,37774.0,3527.0,322641.0,11.11
2021-03-17,CZE,37746.0,3525.0,333082.0,11.55
2021-03-18,CZE,37345.0,3487.0,345430.0,12.02
2021-03-19,CZE,37455.0,3498.0,358954.0,12.46
2021-03-20,CZE,37273.0,3481.0,360958.0,12.62
2021-03-21,CZE,36660.0,3423.0,362489.0,12.7
2021-03-22,CZE,36607.0,3418.0,374850.0,13.04
2021-03-23,CZE,35247.0,3291.0,388082.0,13.41
2021-03-24,CZE,34466.0,3218.0,403700.0,13.81
2021-03-25,CZE,33601.0,3138.0,421479.0,14.22
2021-03-26,CZE,32796.0,3062.0,438881.0,14.61
2021-03-27,CZE,32250.0,3011.0,443688.0,14.73
2021-03-28,CZE,32352.0,3021.0,447796.0,14.82
2021-03-29,CZE,32777.0,3061.0,468375.0,15.19
2021-03-30,CZE,33772.0,3154.0,490417.0,15.62
2021-03-31,CZE,34861.0,3255.0,517352.0,16.08
2021-04-01,CZE,36759.0,3433.0,549187.0,16.62
2021-04-02,CZE,33548.0,3133.0,561886.0,16.8
2021-04-03,CZE,33719.0,3149.0,572760.0,16.93
2021-04-04,CZE,33949.0,3170.0,581496.0,17.04
2021-04-05,CZE,29666.0,2770.0,588635.0,17.13
2021-04-06,CZE,29464.0,2751.0,617769.0,17.55
2021-04-07,CZE,28800.0,2689.0,639801.0,17.97
2021-04-08,CZE,30440.0,2842.0,670568.0,18.61
2021-04-09,CZE,37415.0,3494.0,700412.0,19.24
2021-04-10,CZE,39715.0,3709.0,715600.0,19.53
2021-04-11,CZE,40921.0,3821.0,725582.0,19.71
2021-04-12,CZE,48452.0,4524.0,750312.0,20.29
2021-04-13,CZE,50765.0,4740.0,776102.0,20.86
2021-04-14,CZE,53663.0,5011.0,803316.0,21.48
2021-04-15,CZE,54241.0,5065.0,828832.0,22.15
2021-04-16,CZE,54429.0,5083.0,854352.0,22.8
2021-04-17,CZE,53714.0,5016.0,863331.0,23.04
2021-04-18,CZE,53455.0,4992.0,868270.0,23.21
2021-04-19,CZE,52966.0,4946.0,883572.0,23.75
2021-04-20,CZE,52429.0,4896.0,899299.0,24.29
2021-04-21,CZE,51826.0,4839.0,913384.0,24.86
2021-04-22,CZE,51602.0,4819.0,930647.0,25.53
2021-04-23,CZE,50390.0,4705.0,942584.0,26.1
2021-04-24,CZE,50003.0,4669.0,947765.0,26.31
2021-04-25,CZE,50090.0,4677.0,951737.0,26.48
2021-04-26,CZE,49677.0,4639.0,959186.0,27.0
2021-04-27,CZE,49965.0,4666.0,971287.0,27.56
2021-04-28,CZE,51309.0,4791.0,985151.0,28.22
2021-04-29,CZE,52409.0,4894.0,1000796.0,28.95
2021-04-30,CZE,53656.0,5010.0,1010583.0,29.6
2021-05-01,CZE,53604.0,5006.0,1013908.0,29.81
2021-05-02,CZE,53950.0,5038.0,1016125.0,30.01
2021-05-03,CZE,56016.0,5231.0,1021078.0,30.66
2021-05-04,CZE,57829.0,5400.0,1029272.0,31.34
2021-05-05,CZE,59092.0,5518.0,1038522.0,32.08
2021-05-06,CZE,60374.0,5638.0,1049015.0,32.9
2021-03-01,CYP,3129.0,3572.0,,
2021-03-02,CYP,3126.0,3569.0,,
2021-03-03,CYP,2939.0,3355.0,,
2021-03-04,CYP,2753.0,3143.0,,
2021-03-05,CYP,2567.0,2931.0,,
2021-03-06,CYP,2567.0,2931.0,,
2021-03-07,CYP,2567.0,2931.0,28741.0,11.33
2021-03-08,CYP,2531.0,2890.0,,
2021-03-09,CYP,2496.0,2850.0,,
2021-03-10,CYP,2461.0,2810.0,,
2021-03-11,CYP,2426.0,2770.0,,
2021-03-12,CYP,2391.0,2730.0,,
2021-03-13,CYP,2355.0,2689.0,,
2021-03-14,CYP,2320.0,2649.0,,
2021-03-15,CYP,2320.0,2649.0,,
2021-03-16,CYP,2320.0,2649.0,,
2021-03-17,CYP,2320.0,2649.0,,
2021-03-18,CYP,2320.0,2649.0,,
2021-03-19,CYP,2320.0,2649.0,,
2021-03-20,CYP,2320.0,2649.0,35963.0,14.78
2021-03-21,CYP,2316.0,2644.0,,
2021-03-22,CYP,2312.0,2640.0,,
2021-03-23,CYP,2308.0,2635.0,,
2021-03-24,CYP,2304.0,2630.0,,
2021-03-25,CYP,2300.0,2626.0,,
2021-03-26,CYP,2296.0,2621.0,,
2021-03-27,CYP,2292.0,2617.0,,
2021-03-28,CYP,2292.0,2617.0,,
2021-03-29,CYP,2292.0,2617.0,,
2021-03-30,CYP,2292.0,2617.0,,
2021-03-31,CYP,2292.0,2617.0,,
2021-04-01,CYP,2292.0,2617.0,,
2021-04-02,CYP,2292.0,2617.0,,
2021-04-03,CYP,2292.0,2617.0,46866.0,18.44
2021-04-04,CYP,2432.0,2777.0,,
2021-04-05,CYP,2573.0,2938.0,,
2021-04-06,CYP,2713.0,3097.0,,
2021-04-07,CYP,2854.0,3258.0,50461.0,19.94
2021-04-08,CYP,3140.0,3585.0,,
2021-04-09,CYP,3427.0,3913.0,52288.0,20.92
2021-04-10,CYP,3492.0,3987.0,,
2021-04-11,CYP,3416.0,3900.0,,
2021-04-12,CYP,3341.0,3814.0,,
2021-04-13,CYP,3265.0,3728.0,,
2021-04-14,CYP,3189.0,3641.0,,
2021-04-15,CYP,2967.0,3387.0,,
2021-04-16,CYP,2745.0,3134.0,57084.0,23.11
2021-04-17,CYP,2936.0,3352.0,,
2021-04-18,CYP,3126.0,3569.0,,
2021-04-19,CYP,3316.0,3786.0,57993.0,24.51
2021-04-20,CYP,3635.0,4150.0,58265.0,25.08
2021-04-21,CYP,3914.0,4469.0,58794.0,25.61
2021-04-22,CYP,4373.0,4993.0,,
2021-04-23,CYP,4832.0,5517.0,60183.0,26.97
2021-04-24,CYP,5170.0,5903.0,,
2021-04-25,CYP,5508.0,6288.0,,
2021-04-26,CYP,5846.0,6674.0,,
2021-04-27,CYP,6055.0,6913.0,,
2021-04-28,CYP,6305.0,7198.0,,
2021-04-29,CYP,6374.0,7277.0,,
2021-04-30,CYP,6444.0,7357.0,,
2021-05-01,CYP,6444.0,7357.0,69463.0,32.86
2021-05-02,CYP,6798.0,7761.0,,
2021-05-03,CYP,7152.0,8165.0,,
2021-05-04,CYP,7506.0,8569.0,,
2021-05-05,CYP,7860.0,8974.0,,
2021-05-06,CYP,8214.0,9378.0,79631.0,37.95
2021-03-01,HRV,6703.0,1633.0,59983.0,5.19
2021-03-02,HRV,6800.0,1656.0,,
2021-03-03,HRV,6897.0,1680.0,,
2021-03-04,HRV,6819.0,1661.0,60000.0,5.89
2021-03-05,HRV,6977.0,1700.0,,
2021-03-06,HRV,7135.0,1738.0,,
2021-03-07,HRV,7293.0,1776.0,,
2021-03-08,HRV,7451.0,1815.0,63056.0,6.46
2021-03-09,HRV,7349.0,1790.0,,
2021-03-10,HRV,7248.0,1766.0,,
2021-03-11,HRV,7146.0,1741.0,,
2021-03-12,HRV,7593.0,1850.0,67533.0,7.33
2021-03-13,HRV,8072.0,1966.0,,
2021-03-14,HRV,8551.0,2083.0,,
2021-03-15,HRV,9031.0,2200.0,,
2021-03-16,HRV,9063.0,2208.0,,
2021-03-17,HRV,9096.0,2216.0,,
2021-03-18,HRV,9128.0,2223.0,,
2021-03-19,HRV,9161.0,2232.0,76460.0,8.89
2021-03-20,HRV,9070.0,2209.0,,
2021-03-21,HRV,8979.0,2187.0,,
2021-03-22,HRV,8888.0,2165.0,79209.0,9.52
2021-03-23,HRV,8511.0,2073.0,,
2021-03-24,HRV,8134.0,1981.0,,
2021-03-25,HRV,7757.0,1890.0,,
2021-03-26,HRV,7380.0,1798.0,80829.0,10.15
2021-03-27,HRV,7138.0,1739.0,,
2021-03-28,HRV,6895.0,1680.0,81748.0,10.48
2021-03-29,HRV,7872.0,1918.0,,
2021-03-30,HRV,9136.0,2225.0,,
2021-03-31,HRV,10400.0,2533.0,89313.0,11.61
2021-04-01,HRV,12599.0,3069.0,92380.0,12.14
2021-04-02,HRV,14338.0,3493.0,96047.0,12.6
2021-04-03,HRV,13882.0,3382.0,,
2021-04-04,HRV,13425.0,3270.0,98334.0,12.77
2021-04-05,HRV,11376.0,2771.0,,
2021-04-06,HRV,9326.0,2272.0,99027.0,12.82
2021-04-07,HRV,8130.0,1980.0,100808.0,12.99
2021-04-08,HRV,6431.0,1567.0,102546.0,13.24
2021-04-09,HRV,6953.0,1694.0,107023.0,13.78
2021-04-10,HRV,9027.0,2199.0,110409.0,14.22
2021-04-11,HRV,9116.0,2221.0,110566.0,14.33
2021-04-12,HRV,9997.0,2435.0,111544.0,14.5
2021-04-13,HRV,11287.0,2749.0,113822.0,14.75
2021-04-14,HRV,12015.0,2927.0,117283.0,15.04
2021-04-15,HRV,14343.0,3494.0,124459.0,15.68
2021-04-16,HRV,15151.0,3691.0,132352.0,16.37
2021-04-17,HRV,15333.0,3735.0,138706.0,16.84
2021-04-18,HRV,15050.0,3666.0,139647.0,16.89
2021-04-19,HRV,14666.0,3572.0,141063.0,17.0
2021-04-20,HRV,14791.0,3603.0,143796.0,17.27
2021-04-21,HRV,15543.0,3786.0,148042.0,17.69
2021-04-22,HRV,14721.0,3586.0,152906.0,18.19
2021-04-23,HRV,14055.0,3424.0,158429.0,18.76
2021-04-24,HRV,13515.0,3292.0,164792.0,19.14
2021-04-25,HRV,14581.0,3552.0,168381.0,19.38
2021-04-26,HRV,14384.0,3504.0,169609.0,19.46
2021-04-27,HRV,14861.0,3620.0,173420.0,19.8
2021-04-28,HRV,14218.0,3463.0,177130.0,20.12
2021-04-29,HRV,17978.0,4379.0,189969.0,21.26
2021-04-30,HRV,18700.0,4555.0,198650.0,21.95
2021-05-01,HRV,17387.0,4235.0,200518.0,22.11
2021-05-02,HRV,16177.0,3941.0,200702.0,22.14
2021-05-03,HRV,17544.0,4274.0,204666.0,22.45
2021-05-04,HRV,18773.0,4573.0,209842.0,23.0
2021-05-05,HRV,21906.0,5336.0,218376.0,23.85
2021-05-06,HRV,21854.0,5323.0,228792.0,24.98
2021-03-01,BGR,13211.0,1901.0,38775.0,3.22
2021-03-02,BGR,13649.0,1964.0,41525.0,3.51
2021-03-03,BGR,11387.0,1639.0,41873.0,3.57
2021-03-04,BGR,11433.0,1645.0,46712.0,3.86
2021-03-05,BGR,11432.0,1645.0,49938.0,4.09
2021-03-06,BGR,11051.0,1590.0,50051.0,4.13
2021-03-07,BGR,10884.0,1566.0,50056.0,4.15
2021-03-08,BGR,10085.0,1451.0,50653.0,4.23
2021-03-09,BGR,8340.0,1200.0,51644.0,4.35
2021-03-10,BGR,8711.0,1254.0,52735.0,4.45
2021-03-11,BGR,7986.0,1149.0,53859.0,4.67
2021-03-12,BGR,7457.0,1073.0,57336.0,4.85
2021-03-13,BGR,7255.0,1044.0,57767.0,4.86
2021-03-14,BGR,7178.0,1033.0,58417.0,4.88
2021-03-15,BGR,6796.0,978.0,59994.0,4.92
2021-03-16,BGR,6263.0,901.0,61728.0,4.98
2021-03-17,BGR,5937.0,854.0,63752.0,5.05
2021-03-18,BGR,4515.0,650.0,66741.0,5.12
2021-03-19,BGR,3723.0,536.0,69545.0,5.22
2021-03-20,BGR,4092.0,589.0,70753.0,5.28
2021-03-21,BGR,4289.0,617.0,71224.0,5.31
2021-03-22,BGR,4952.0,713.0,73853.0,5.42
2021-03-23,BGR,6116.0,880.0,78390.0,5.6
2021-03-24,BGR,7230.0,1041.0,79977.0,5.78
2021-03-25,BGR,8507.0,1224.0,83134.0,5.98
2021-03-26,BGR,9644.0,1388.0,87108.0,6.19
2021-03-27,BGR,9659.0,1390.0,87766.0,6.25
2021-03-28,BGR,9662.0,1391.0,88214.0,6.28
2021-03-29,BGR,9882.0,1422.0,90327.0,6.41
2021-03-30,BGR,9989.0,1438.0,93081.0,6.6
2021-03-31,BGR,10162.0,1462.0,95003.0,6.8
2021-04-01,BGR,10057.0,1447.0,97407.0,6.99
2021-04-02,BGR,9694.0,1395.0,99882.0,7.17
2021-04-03,BGR,9703.0,1396.0,100564.0,7.23
2021-04-04,BGR,9576.0,1378.0,100877.0,7.25
2021-04-05,BGR,9215.0,1326.0,102427.0,7.34
2021-04-06,BGR,8701.0,1252.0,104845.0,7.48
2021-04-07,BGR,8716.0,1254.0,107747.0,7.68
2021-04-08,BGR,9502.0,1368.0,110077.0,7.95
2021-04-09,BGR,9902.0,1425.0,112685.0,8.17
2021-04-10,BGR,9855.0,1418.0,112978.0,8.22
2021-04-11,BGR,9870.0,1420.0,113253.0,8.24
2021-04-12,BGR,9992.0,1438.0,114644.0,8.35
2021-04-13,BGR,10123.0,1457.0,116423.0,8.5
2021-04-14,BGR,10275.0,1479.0,119879.0,8.71
2021-04-15,BGR,9694.0,1395.0,123381.0,8.93
2021-04-16,BGR,9533.0,1372.0,126884.0,9.13
2021-04-17,BGR,9451.0,1360.0,128020.0,9.17
2021-04-18,BGR,9397.0,1352.0,128538.0,9.19
2021-04-19,BGR,9356.0,1346.0,131069.0,9.29
2021-04-20,BGR,9548.0,1374.0,135377.0,9.46
2021-04-21,BGR,10161.0,1462.0,143185.0,9.74
2021-04-22,BGR,11163.0,1607.0,151817.0,10.05
2021-04-23,BGR,11830.0,1703.0,160221.0,10.32
2021-04-24,BGR,11993.0,1726.0,162765.0,10.38
2021-04-25,BGR,12114.0,1743.0,163966.0,10.41
2021-04-26,BGR,12666.0,1823.0,169868.0,10.57
2021-04-27,BGR,13367.0,1924.0,177975.0,10.81
2021-04-28,BGR,14250.0,2051.0,190535.0,11.17
2021-04-29,BGR,14951.0,2152.0,207667.0,11.56
2021-04-30,BGR,14075.0,2026.0,213354.0,11.74
2021-05-01,BGR,14293.0,2057.0,215074.0,11.82
2021-05-02,BGR,14483.0,2084.0,216195.0,11.87
2021-05-03,BGR,14194.0,2043.0,219833.0,12.0
2021-05-04,BGR,13392.0,1927.0,225387.0,12.16
2021-05-05,BGR,14410.0,2074.0,251202.0,12.62
2021-05-06,BGR,11583.0,1667.0,254505.0,12.73
2021-03-01,BEL,17803.0,1536.0,334794.0,7.5
2021-03-02,BEL,18305.0,1579.0,341557.0,7.7
2021-03-03,BEL,19261.0,1662.0,347540.0,7.96
2021-03-04,BEL,21758.0,1877.0,355947.0,8.38
2021-03-05,BEL,23474.0,2025.0,362314.0,8.75
2021-03-06,BEL,24027.0,2073.0,362907.0,8.83
2021-03-07,BEL,24118.0,2081.0,363084.0,8.84
2021-03-08,BEL,24668.0,2128.0,365044.0,8.99
2021-03-09,BEL,25405.0,2192.0,372068.0,9.23
2021-03-10,BEL,26260.0,2266.0,381084.0,9.54
2021-03-11,BEL,26936.0,2324.0,390972.0,10.0
2021-03-12,BEL,26960.0,2326.0,404183.0,10.38
2021-03-13,BEL,27155.0,2343.0,406236.0,10.47
2021-03-14,BEL,27147.0,2342.0,407508.0,10.48
2021-03-15,BEL,29029.0,2505.0,412127.0,10.74
2021-03-16,BEL,31609.0,2727.0,416261.0,11.14
2021-03-17,BEL,33345.0,2877.0,424972.0,11.56
2021-03-18,BEL,36321.0,3134.0,441495.0,12.2
2021-03-19,BEL,39656.0,3422.0,460082.0,12.78
2021-03-20,BEL,41448.0,3576.0,461429.0,12.97
2021-03-21,BEL,41375.0,3570.0,461940.0,12.98
2021-03-22,BEL,41663.0,3595.0,467059.0,13.26
2021-03-23,BEL,41829.0,3609.0,472612.0,13.67
2021-03-24,BEL,43781.0,3778.0,483020.0,14.2
2021-03-25,BEL,44165.0,3811.0,502547.0,14.87
2021-03-26,BEL,44354.0,3827.0,521201.0,15.46
2021-03-27,BEL,44349.0,3827.0,524935.0,15.65
2021-03-28,BEL,44554.0,3844.0,525880.0,15.67
2021-03-29,BEL,43269.0,3733.0,531074.0,15.87
2021-03-30,BEL,41004.0,3538.0,536706.0,16.15
2021-03-31,BEL,44275.0,3820.0,547826.0,16.87
2021-04-01,BEL,47708.0,4116.0,572408.0,17.75
2021-04-02,BEL,49611.0,4281.0,590341.0,18.45
2021-04-03,BEL,49422.0,4264.0,591715.0,18.63
2021-04-04,BEL,49100.0,4237.0,591780.0,18.63
2021-04-05,BEL,47839.0,4128.0,594411.0,18.76
2021-04-06,BEL,49949.0,4310.0,603501.0,19.16
2021-04-07,BEL,44696.0,3857.0,613213.0,19.57
2021-04-08,BEL,48105.0,4151.0,629483.0,20.65
2021-04-09,BEL,55443.0,4784.0,644163.0,21.8
2021-04-10,BEL,62176.0,5365.0,648133.0,22.39
2021-04-11,BEL,62718.0,5412.0,648444.0,22.42
2021-04-12,BEL,67568.0,5830.0,657391.0,22.84
2021-04-13,BEL,71209.0,6144.0,665662.0,23.46
2021-04-14,BEL,78731.0,6793.0,690234.0,24.33
2021-04-15,BEL,76743.0,6622.0,716760.0,25.29
2021-04-16,BEL,71094.0,6134.0,734001.0,26.1
2021-04-17,BEL,69683.0,6013.0,739752.0,26.6
2021-04-18,BEL,69982.0,6038.0,739819.0,26.65
2021-04-19,BEL,71742.0,6190.0,744109.0,27.17
2021-04-20,BEL,68574.0,5917.0,747130.0,27.61
2021-04-21,BEL,67334.0,5810.0,751559.0,28.4
2021-04-22,BEL,64977.0,5606.0,757338.0,29.21
2021-04-23,BEL,61750.0,5328.0,764181.0,29.83
2021-04-24,BEL,60046.0,5181.0,765857.0,30.22
2021-04-25,BEL,60090.0,5185.0,765872.0,30.28
2021-04-26,BEL,60341.0,5206.0,772588.0,30.82
2021-04-27,BEL,60714.0,5239.0,786997.0,31.27
2021-04-28,BEL,61081.0,5270.0,802071.0,32.08
2021-04-29,BEL,62593.0,5401.0,821466.0,32.99
2021-04-30,BEL,64108.0,5532.0,843701.0,33.7
2021-05-01,BEL,64254.0,5544.0,851664.0,34.1
2021-05-02,BEL,63867.0,5511.0,851759.0,34.14
2021-05-03,BEL,66117.0,5705.0,866685.0,34.81
2021-05-04,BEL,70291.0,6065.0,885501.0,35.52
2021-05-05,BEL,78699.0,6790.0,959191.0,36.84
2021-05-06,BEL,86328.0,7449.0,1035481.0,38.21
2021-03-01,AUT,18155.0,2016.0,245626.0,7.82
2021-03-02,AUT,19651.0,2182.0,247958.0,8.1
2021-03-03,AUT,20801.0,2310.0,250302.0,8.41
2021-03-04,AUT,21842.0,2425.0,253064.0,8.72
2021-03-05,AUT,22963.0,2550.0,256021.0,9.12
2021-03-06,AUT,23413.0,2600.0,258512.0,9.43
2021-03-07,AUT,23667.0,2628.0,259166.0,9.57
2021-03-08,AUT,24070.0,2673.0,260552.0,9.69
2021-03-09,AUT,24487.0,2719.0,264071.0,10.01
2021-03-10,AUT,24623.0,2734.0,268559.0,10.33
2021-03-11,AUT,27102.0,3009.0,273944.0,10.82
2021-03-12,AUT,30159.0,3349.0,279328.0,11.47
2021-03-13,AUT,33605.0,3731.0,285061.0,12.05
2021-03-14,AUT,36149.0,4014.0,289275.0,12.38
2021-03-15,AUT,37498.0,4163.0,291576.0,12.61
2021-03-16,AUT,37515.0,4165.0,297906.0,12.92
2021-03-17,AUT,38294.0,4252.0,306021.0,13.3
2021-03-18,AUT,36880.0,4095.0,314073.0,13.69
2021-03-19,AUT,36244.0,4024.0,322666.0,14.28
2021-03-20,AUT,35530.0,3945.0,332237.0,14.81
2021-03-21,AUT,33504.0,3720.0,336110.0,14.98
2021-03-22,AUT,32767.0,3638.0,338622.0,15.15
2021-03-23,AUT,33776.0,3750.0,355116.0,15.55
2021-03-24,AUT,34504.0,3831.0,372948.0,15.99
2021-03-25,AUT,36077.0,4006.0,389310.0,16.49
2021-03-26,AUT,35621.0,3955.0,407836.0,17.05
2021-03-27,AUT,34788.0,3863.0,422426.0,17.51
2021-03-28,AUT,34650.0,3847.0,427102.0,17.67
2021-03-29,AUT,36173.0,4016.0,432599.0,17.97
2021-03-30,AUT,36975.0,4105.0,444277.0,18.42
2021-03-31,AUT,36369.0,4038.0,457258.0,18.81
2021-04-01,AUT,35802.0,3975.0,476268.0,19.27
2021-04-02,AUT,34817.0,3866.0,495277.0,19.76
2021-04-03,AUT,32017.0,3555.0,504237.0,20.0
2021-04-04,AUT,31370.0,3483.0,505991.0,20.11
2021-04-05,AUT,29378.0,3262.0,510751.0,20.25
2021-04-06,AUT,28946.0,3214.0,522645.0,20.67
2021-04-07,AUT,31841.0,3535.0,538684.0,21.29
2021-04-08,AUT,36167.0,4016.0,564176.0,22.09
2021-04-09,AUT,41049.0,4558.0,597007.0,22.95
2021-04-10,AUT,47245.0,5246.0,625688.0,23.67
2021-04-11,AUT,49508.0,5497.0,641251.0,23.96
2021-04-12,AUT,52658.0,5847.0,648146.0,24.34
2021-04-13,AUT,53600.0,5951.0,659626.0,24.84
2021-04-14,AUT,55201.0,6129.0,672965.0,25.58
2021-04-15,AUT,55376.0,6149.0,691707.0,26.39
2021-04-16,AUT,54208.0,6019.0,709976.0,27.16
2021-04-17,AUT,53023.0,5887.0,731188.0,27.79
2021-04-18,AUT,52053.0,5780.0,735461.0,28.0
2021-04-19,AUT,51580.0,5727.0,741079.0,28.35
2021-04-20,AUT,51594.0,5729.0,753517.0,28.85
2021-04-21,AUT,50985.0,5661.0,764116.0,29.54
2021-04-22,AUT,50526.0,5610.0,774555.0,30.32
2021-04-23,AUT,50200.0,5574.0,785703.0,31.06
2021-04-24,AUT,47785.0,5306.0,791480.0,31.51
2021-04-25,AUT,49006.0,5441.0,793268.0,31.81
2021-04-26,AUT,48888.0,5428.0,796692.0,32.15
2021-04-27,AUT,49283.0,5472.0,807796.0,32.68
2021-04-28,AUT,48558.0,5391.0,821850.0,33.31
2021-04-29,AUT,49284.0,5472.0,836513.0,34.15
2021-04-30,AUT,50978.0,5660.0,850012.0,35.03
2021-05-01,AUT,51227.0,5688.0,858020.0,35.49
2021-05-02,AUT,49656.0,5513.0,859389.0,35.67
2021-05-03,AUT,49398.0,5485.0,871459.0,35.99
2021-05-04,AUT,51237.0,5689.0,893032.0,36.66
2021-05-05,AUT,53980.0,5994.0,910668.0,37.51
2021-05-06,AUT,56901.0,6318.0,930585.0,38.57
